,Provincia,Localidad,FIBRAOPTICA
2537,CORDOBA,Colonia San Bartolomé,NO
2538,CORDOBA,Colonia San Pedro,NO
2539,CORDOBA,Colonia Santa María,NO
2540,CORDOBA,Colonia Valtelina,NO
2541,CORDOBA,Colonia Vignaud,SI
2542,CORDOBA,Lutti,NO
2543,CORDOBA,Monte Ralo,NO
2544,CORDOBA,Parque Calmayo,NO
2545,CORDOBA,Río de los Sauces,NO
2546,CORDOBA,San Agustín,NO
2547,CORDOBA,San Ignacio (Loteo San Javier),NO
2548,CORDOBA,San Ignacio (Loteo Vélez Crespo),NO
2549,CORDOBA,Santa Monica,NO
2550,CORDOBA,Santa Rosa de Calamuchita,SI
2551,CORDOBA,Segunda Usina,NO
2552,CORDOBA,Solar de los Molinos,NO
2553,CORDOBA,Villa Alpina,NO
2554,CORDOBA,Villa Amancay,NO
2555,CORDOBA,Villa Berna,NO
2556,CORDOBA,Villa Ciudad Parque Los Reartes,NO
2557,CORDOBA,Villa Ciudad Parque Los Reartes (1a. Sección),NO
2558,CORDOBA,Villa Ciudad Parque Los Reartes (3a. Sección),NO
2559,CORDOBA,Devoto,SI
2560,CORDOBA,El Arañado,NO
2561,CORDOBA,El Fortín,NO
2562,CORDOBA,El Fuertecito,NO
2563,CORDOBA,El Tío,SI
2564,CORDOBA,Estación Luxardo,NO
2565,CORDOBA,Freyre,SI
2566,CORDOBA,La Francia,SI
2567,CORDOBA,La Paquita,NO
2568,CORDOBA,La Tordilla,NO
2569,CORDOBA,Las Varas,SI
2570,JUJUY,Libertador General San Martín (Est. Ledesma),SI
2571,JUJUY,Maíz Negro,NO
2572,JUJUY,Paulina,NO
2573,JUJUY,Pueblo Ledesma,NO
2574,JUJUY,Yuto,NO
2575,JUJUY,Carahunco,NO
2576,JUJUY,Centro Forestal,NO
2577,JUJUY,Mina 9 de Octubre,NO
2578,JUJUY,Palpalá (Est. Gral. Manuel N. Savio),SI
2579,JUJUY,Rio Blanco,NO
2580,JUJUY,Casa Colorada,NO
2581,JUJUY,Coyaguaima,SI
2582,JUJUY,Lagunillas de Farallón,SI
2583,JUJUY,Liviara,NO
2584,JUJUY,Loma Blanca,NO
2585,JUJUY,Nuevo Pirquitas,SI
2586,JUJUY,Orosmayo,SI
2587,JUJUY,Rinconada,NO
2588,JUJUY,El Ceibal,SI
2589,JUJUY,La Toma,NO
2590,JUJUY,Puesto Viejo,NO
2591,JUJUY,San Isidro,NO
2592,JUJUY,San Juancito,NO
2593,JUJUY,Aparzo,NO
2594,JUJUY,Cianzo,NO
2595,JUJUY,Coctaca,NO
2596,JUJUY,El Aguilar,NO
2597,JUJUY,Hipólito Yrigoyen (Est. Iturbe),SI
2598,JUJUY,Humahuaca,NO
2599,JUJUY,Palca de Aparzo,NO
2600,JUJUY,Palca de Varas,NO
2601,JUJUY,Rodero,NO
2602,JUJUY,Tres Cruces,SI
2603,JUJUY,Uquía (Est. Senador Pérez),SI
2604,JUJUY,Bananal,NO
2605,JUJUY,Bermejito,NO
2606,JUJUY,Caimancito,NO
2607,JUJUY,Calilegua,NO
2608,JUJUY,Chalicán,NO
2609,JUJUY,Fraile Pintado,NO
2610,JUJUY,Libertad,NO
2611,CORRIENTES,Laguna Brava,NO
2612,CORRIENTES,Riachuelo,NO
2613,CORRIENTES,San Cayetano,NO
2614,CORRIENTES,Concepción,NO
2615,CORRIENTES,Santa Rosa,NO
2616,CORRIENTES,Tabay,NO
2617,CORRIENTES,Tatacua,NO
2618,CORRIENTES,Cazadores Correntinos,NO
2619,CORRIENTES,Curuzú Cuatiá,SI
2620,CORRIENTES,Perugorría,NO
2621,CORRIENTES,El Sombrero,NO
2622,CORRIENTES,Empedrado,NO
2623,CORDOBA,Monte Buey,NO
2624,CORDOBA,Noetinger,NO
2625,CORDOBA,Saira,NO
2626,CORDOBA,Saladillo,NO
2627,CORDOBA,Villa Elisa,NO
2628,CORDOBA,Ciénaga del Coro,SI
2629,CORDOBA,El Chacho,SI
2630,CORDOBA,Estancia de Guadalupe,NO
2631,CORDOBA,Guasapampa,NO
2632,CORDOBA,La Playa,NO
2633,CORDOBA,San Carlos Minas,SI
2634,CORDOBA,Talaini,NO
2635,CORDOBA,Tosno,NO
2636,CORDOBA,Chancani,NO
2637,CORDOBA,Las Palmas,NO
2638,CORDOBA,Los Talares,NO
2639,CORDOBA,Salsacate,SI
2640,CORDOBA,San Gerónimo,NO
2641,CORDOBA,Tala Cañada,NO
2642,CORRIENTES,Esquina,SI
2643,CORRIENTES,Pueblo Libertador,NO
2644,CORRIENTES,Alvear,NO
2645,CORRIENTES,Estación Torrent,NO
2646,CORRIENTES,Itá Ibaté,NO
2647,CORRIENTES,Lomas de Vallejos,NO
2648,CORRIENTES,Nuestra Señora del Rosario de Caá Catí,NO
2649,CORRIENTES,Palmar Grande,NO
2650,CORRIENTES,Colonia Carolina,NO
2651,CORRIENTES,Goya,SI
2652,CORRIENTES,Itatí,NO
2653,CORRIENTES,Ramada Paso,NO
2654,CORDOBA,General Levalle,SI
2655,CORDOBA,La Cesira,SI
2656,CORDOBA,Laboulaye,SI
2657,CORDOBA,Leguizamón,SI
2658,CORDOBA,Melo,SI
2659,CORDOBA,Río Bamba,NO
2660,CORDOBA,Rosales,NO
2661,CORDOBA,San Joaquín,NO
2662,CORDOBA,Serrano,NO
2663,CORDOBA,Villa Rossi,NO
2664,CORDOBA,Barrio Santa Isabel,NO
2665,CORDOBA,Bialet Massé,SI
2666,CORDOBA,Cabalango,NO
2667,CORDOBA,Lucio V. Mansilla,NO
2668,CORDOBA,Rosario del Saladillo,SI
2669,CORDOBA,San José de la Dormida,NO
2670,CORDOBA,San José de las Salinas,NO
2671,CORDOBA,San Pedro Norte,NO
2672,CORDOBA,Villa Tulumba,SI
2673,CORDOBA,Aldea Santa María,NO
2674,CORDOBA,Alto Alegre,SI
2675,CORDOBA,Ana Zumarán,NO
2676,CORDOBA,Ballesteros,SI
2677,CORDOBA,Ballesteros Sur,SI
2678,CORDOBA,Bell Ville,SI
2679,CORDOBA,Benjamín Gould,NO
2680,CORRIENTES,Colonia Liebig's,NO
2681,CORRIENTES,Ituzaingó,NO
2682,CORRIENTES,San Antonio,NO
2683,CORRIENTES,San Carlos,NO
2684,CORRIENTES,Villa Olivari,NO
2685,CORRIENTES,Cruz de los Milagros,NO
2686,CORRIENTES,Gobernador Juan E. Martínez,SI
2687,CORRIENTES,Lavalle,NO
2688,CORRIENTES,Santa Lucía,SI
2689,CORRIENTES,Villa Córdoba,NO
2690,CORRIENTES,Yatayti Calle,NO
2691,CORRIENTES,Mburucuyá,NO
2692,CORRIENTES,Felipe Yofré,NO
2693,CORRIENTES,Mariano I. Loza (Est. Justino Solari),NO
2694,CORRIENTES,Mercedes,SI
2695,CORRIENTES,Colonia Libertad,NO
2696,CORRIENTES,Estación Libertad,NO
2697,CORRIENTES,Juan Pujol,NO
2698,CORRIENTES,Mocoretá,SI
2699,CORRIENTES,Monte Caseros,SI
2700,CORRIENTES,Parada Acuña,NO
2701,CORRIENTES,Parada Labougle,NO
2702,CORRIENTES,Bonpland,NO
2703,CORRIENTES,Parada Pucheta,NO
2704,CORRIENTES,Paso de los Libres,SI
2705,CORRIENTES,Tapebicuá,NO
2706,ENTRE RIOS,San Pedro,SI
2707,ENTRE RIOS,San Ramón,NO
2708,ENTRE RIOS,Santa Ana,SI
2709,ENTRE RIOS,Villa del Rosario,SI
2710,ENTRE RIOS,Conscripto Bernardi,NO
2711,ENTRE RIOS,El Cimarrón,NO
2712,ENTRE RIOS,Federal,SI
2713,ENTRE RIOS,Nueva Vizcaya,NO
2714,ENTRE RIOS,Sauce de Luna,SI
2715,ENTRE RIOS,San José de Feliciano,NO
2716,ENTRE RIOS,San Víctor,NO
2717,ENTRE RIOS,Aldea Asunción,NO
2718,ENTRE RIOS,Estación Lazo,NO
2719,ENTRE RIOS,General Galarza,NO
2720,ENTRE RIOS,Villa Paranacito,NO
2721,ENTRE RIOS,Bovril,SI
2722,ENTRE RIOS,Colonia Avigdor,NO
2723,ENTRE RIOS,El Solar,NO
2724,ENTRE RIOS,La Paz,SI
2725,ENTRE RIOS,Piedras Blancas,SI
2726,ENTRE RIOS,Pueblo Arrúa (Est. Alcaraz),NO
2727,ENTRE RIOS,San Gustavo,SI
2728,ENTRE RIOS,Santa Elena,NO
2729,ENTRE RIOS,Sir Leonard,NO
2730,ENTRE RIOS,Aranguren,NO
2731,ENTRE RIOS,Betbeder,NO
2732,ENTRE RIOS,Don Cristóbal,NO
2733,ENTRE RIOS,Febré,NO
2734,CABA,AGRONOMIA,SI
2735,CORDOBA,Villa del Dique,SI
2736,CORDOBA,Villa El Tala,NO
2737,CORDOBA,Villa General Belgrano,NO
2738,CORDOBA,Villa La Rivera,NO
2739,CORDOBA,Villa Quillinzo,NO
2740,CORDOBA,Villa Rumipal,SI
2741,CABA,CHACARITA,SI
2742,CORDOBA,Villa de María,NO
2743,CORDOBA,Calchín,NO
2744,CORDOBA,Calchín Oeste,NO
2745,CORDOBA,Capilla del Carmen,NO
2746,CORDOBA,Carrilobo,NO
2747,CABA,PARQUE CHAS,SI
2748,CORDOBA,Canals,SI
2749,CORDOBA,Chilibroste,SI
2750,CORDOBA,Cintra,SI
2751,CORDOBA,Colonia Bismarck,NO
2752,CORDOBA,Colonia Bremen,NO
2753,CORDOBA,Villa San Miguel,NO
2754,CORDOBA,Villa Yacanto,NO
2755,CORDOBA,Córdoba,SI
2756,CORDOBA,Jardín Arenales,NO
2757,CORDOBA,La Floresta,NO
2758,CORDOBA,1 De Agosto,NO
2759,CORDOBA,Agua de Oro,SI
2760,CORDOBA,Almirante Brown,NO
2761,CORDOBA,Ascochinga,SI
2762,CORDOBA,Barrio Nuevo Río Ceballos,NO
2763,CORDOBA,Canteras El Sauce,NO
2764,CORDOBA,Casa Bamba,NO
2765,CORDOBA,Ciudad De Los Niños,NO
2766,CORDOBA,Colazo,SI
2767,CORDOBA,Colonia Videla,NO
2768,CORDOBA,Costasacate,SI
2769,CORDOBA,Impira,NO
2770,CORDOBA,Laguna Larga,SI
2771,CORDOBA,Las Junturas,SI
2772,CORDOBA,Los Chañaritos,SI
2773,CORDOBA,Luque,SI
2774,CORDOBA,Manfredi,SI
2775,CORDOBA,Matorrales,NO
2776,CABA,VILLA GENERAL MITRE,SI
2777,CORDOBA,Colonia Caroya,SI
2778,CORDOBA,Colonia Tirolesa,NO
2779,CORDOBA,Colonia Vicente Agüero,NO
2780,CORDOBA,Corral Quemado,NO
2781,CORDOBA,Country Chacras de la Villa - Country San Isidro,NO
2782,CORDOBA,Dumesnil,SI
2783,CORDOBA,El Diquecito,NO
2784,CABA,VILLA SANTA RITA,SI
2785,CORDOBA,Oncativo,SI
2786,CORDOBA,Pilar,SI
2787,CORDOBA,Pozo del Molle,NO
2788,CORDOBA,El Manzano,NO
2789,CORDOBA,El Pueblito,NO
2790,CORDOBA,Estación Colonia Tirolesa,NO
2791,CORDOBA,General Paz,NO
2792,CORDOBA,Jesús María,SI
2793,CORDOBA,La Calera,SI
2794,CORDOBA,La Granja,SI
2795,CORDOBA,La Morada,NO
2796,CORDOBA,La Puerta,NO
2797,CORDOBA,Las Corzuelas,NO
2798,CORDOBA,Los Chañaritos,NO
2799,CORDOBA,Los Molles,NO
2800,CORDOBA,Malvinas Argentinas,SI
2801,CORDOBA,Alejo Ledesma,SI
2802,CORDOBA,Arias,NO
2803,CORDOBA,Camilo Aldao,NO
2804,CORDOBA,Capitán General Bernardo O'Higgins,SI
2805,CORDOBA,Cavanagh,NO
2806,CORDOBA,Colonia Barge,NO
2807,CORDOBA,Colonia Italiana,NO
2808,CORDOBA,Colonia Veinticinco,NO
2809,CORDOBA,Corral de Bustos,SI
2810,CORDOBA,Cruz Alta,SI
2811,CORDOBA,General Baldissera,NO
2812,CORDOBA,General Roca,SI
2813,CORDOBA,Charras,SI
2814,CORDOBA,El Rastreador,NO
2815,CORDOBA,General Cabrera,NO
2816,CORDOBA,General Deheza,SI
2817,CORDOBA,Huanchillas,SI
2818,CORDOBA,La Carlota,NO
2819,CORDOBA,Los Cisnes,NO
2820,CORDOBA,Olaeta,NO
2821,CORDOBA,Pacheco de Melo,NO
2822,CORDOBA,Paso del Durazno,NO
2823,CORDOBA,Santa Eufemia,NO
2824,CORDOBA,Ucacha,SI
2825,CORDOBA,Villa Reducción,NO
2826,CORDOBA,Rincón,NO
2827,CORDOBA,Río Segundo,SI
2828,CORDOBA,Santiago Temple,NO
2829,CORDOBA,Villa del Rosario,SI
2830,CORDOBA,Ambul,NO
2831,CORDOBA,Arroyo Los Patos,SI
2832,CORDOBA,El Huayco,NO
2833,CORDOBA,La Cortadera,SI
2834,CORDOBA,Las Calles,SI
2835,CORDOBA,Las Oscuras,NO
2836,CORDOBA,Las Rabonas,SI
2837,CORDOBA,Los Callejones,NO
2838,CORDOBA,Mina Clavero,SI
2839,CORDOBA,Mussi,NO
2840,CORDOBA,Idiazabal,SI
2841,CORDOBA,Justiniano Posse,SI
2842,CORDOBA,Laborde,NO
2843,CORDOBA,Monte Leña,NO
2844,CORDOBA,Monte Maíz,SI
2845,CORDOBA,Morrison,SI
2846,CORDOBA,Noetinger,SI
2847,CORDOBA,Ordóñez,SI
2848,CORDOBA,Pascanas,NO
2849,CORDOBA,Pueblo Italiano,NO
2850,CORDOBA,Ramón J. Cárcano,NO
2851,CABA,VILLA RIACHUELO,SI
2852,CORDOBA,Mendiolaza,SI
2853,CORDOBA,Mi Granja,SI
2854,CORDOBA,Pajas Blancas,NO
2855,CORDOBA,Río Ceballos,SI
2856,CABA,VILLA SOLDATI,SI
2857,CORDOBA,Nono,SI
2858,CORDOBA,Panaholma,NO
2859,CORDOBA,San Huberto,SI
2860,CORDOBA,San Lorenzo,NO
2861,CORDOBA,San Martín,NO
2862,CORDOBA,San Pedro,SI
2863,CORDOBA,San Vicente,SI
2864,CORDOBA,Sauce Arriba,NO
2865,CORDOBA,Tasna,NO
2866,CABA,FLORES,SI
2867,CORDOBA,San Antonio de Litín,SI
2868,CORDOBA,San Marcos,SI
2869,CORDOBA,San Severo,NO
2870,CORDOBA,Viamonte,NO
2871,CORDOBA,Villa Los Patos,NO
2872,CORDOBA,Wenceslao Escalante,NO
2873,CABA,SAN NICOLAS,SI
2874,ENTRE RIOS,Gualeguay,SI
2875,ENTRE RIOS,Puerto Ruiz,NO
2876,ENTRE RIOS,Aldea San Antonio,NO
2877,ENTRE RIOS,Aldea San Juan,NO
2878,ENTRE RIOS,Enrique Carbó,NO
2879,ENTRE RIOS,Estación Escriña,NO
2880,ENTRE RIOS,Faustino M. Parera,NO
2881,CABA,RECOLETA,SI
2882,FORMOSA,Subteniente Perín,NO
2883,FORMOSA,Villa General Güemes,SI
2884,FORMOSA,Villa General Manuel Belgrano,SI
2885,FORMOSA,Buena Vista,SI
2886,FORMOSA,El Espinillo,NO
2887,FORMOSA,Laguna Gallo,NO
2888,CABA,PARQUE CHACABUCO,SI
2889,FORMOSA,Misión Tacaagle,NO
2890,FORMOSA,Portón Negro,NO
2891,FORMOSA,Tres Lagunas,NO
2892,FORMOSA,Clorinda,SI
2893,FORMOSA,Laguna Blanca,SI
2894,CABA,VILLA LUGANO,SI
2895,ENTRE RIOS,Pueblo General Belgrano,NO
2896,ENTRE RIOS,Urdinarrain,NO
2897,ENTRE RIOS,Arroyo Martínez,NO
2898,ENTRE RIOS,Ceibas,NO
2899,ENTRE RIOS,Ibicuy,SI
2900,ENTRE RIOS,Médanos,NO
2901,ENTRE RIOS,Ñancay,NO
2902,CORDOBA,Saldán,SI
2903,CORDOBA,Salsipuedes,SI
2904,CORDOBA,Santa Elena,NO
2905,CORDOBA,Tinoco,NO
2906,CORDOBA,Unquillo,SI
2907,CORDOBA,Villa Allende,SI
2908,CORDOBA,Villa Cerro Azul,NO
2909,CORDOBA,Villa Corazon De Maria,NO
2910,CORDOBA,Villa El Fachinal - Parque Norte - Guiñazú Norte,NO
2911,CORDOBA,Villa Los Llanos - Juárez Celman,SI
2912,CORDOBA,Villa Pastora,NO
2913,CORDOBA,Alto de los Quebrachos,NO
2914,CORDOBA,Bañado de Soto,NO
2915,CABA,BALVANERA,SI
2916,CORDOBA,Villa de Soto,SI
2917,CORDOBA,Del Campillo,NO
2918,CORDOBA,Estación Lecueder,NO
2919,CORDOBA,Hipólito Bouchard,NO
2920,CORDOBA,Huinca Renancó,SI
2921,CORDOBA,Italó,NO
2922,CORDOBA,Mattaldi,NO
2923,CORDOBA,Nicolás Bruzzone,NO
2924,CORDOBA,Onagoity,NO
2925,CORDOBA,Pincén,NO
2926,CORDOBA,Ranqueles,NO
2927,CORDOBA,Santa Magdalena (Est. Jovita),SI
2928,CORDOBA,Villa Huidobro,SI
2929,CORDOBA,Villa Sarmiento,NO
2930,CORDOBA,Villa Valeria,NO
2931,CORDOBA,Arroyo Algodón,SI
2932,CORDOBA,Arroyo Cabral,SI
2933,CORDOBA,Ausonia,SI
2934,CORDOBA,Villa Cura Brochero,SI
2935,CORDOBA,Villa Sarmiento,NO
2936,CORDOBA,Conlara,NO
2937,CORDOBA,Cruz Caña,NO
2938,CORDOBA,Dos Arroyos,NO
2939,CORDOBA,El Pantanillo,NO
2940,CORDOBA,El Pueblito,NO
2941,CORDOBA,El Valle,NO
2942,CORDOBA,La Paz,NO
2943,CORDOBA,La Población,NO
2944,CORDOBA,La Ramada,NO
2945,CORDOBA,La Travesía,NO
2946,CORDOBA,Las Chacras,SI
2947,CORDOBA,Las Tapias,NO
2948,CORDOBA,Loma Bola,NO
2949,CORDOBA,Los Cerrillos,NO
2950,CORDOBA,Los Hornillos,NO
2951,CORDOBA,Los Molles,NO
2952,CORDOBA,Los Romeros,NO
2953,CABA,VILLA REAL,SI
2954,CORDOBA,Chazón,NO
2955,CORDOBA,Etruria,NO
2956,CORDOBA,La Laguna,NO
2957,CORDOBA,La Palestina,NO
2958,CORDOBA,La Playosa,NO
2959,CORDOBA,Las Mojarras,NO
2960,CORDOBA,Luca,NO
2961,CABA,VILLA DEL PARQUE,SI
2962,CORDOBA,Luyaba,NO
2963,CORDOBA,Quebracho Ladeado,NO
2964,CORDOBA,Quebrada de los Pozos,NO
2965,CORDOBA,San Javier y Yacanto,NO
2966,CORDOBA,San José,NO
2967,CORDOBA,Villa de las Rosas,NO
2968,CABA,VILLA DEVOTO,SI
2969,ENTRE RIOS,General Almada,NO
2970,ENTRE RIOS,Gilbert,NO
2971,ENTRE RIOS,Gualeguaychú,SI
2972,ENTRE RIOS,Irazusta,NO
2973,ENTRE RIOS,Larroque,SI
2974,ENTRE RIOS,Pastor Britos,NO
2975,BUENOS AIRES,Los Toldos,SI
2976,BUENOS AIRES,San Emilio,NO
2977,BUENOS AIRES,Zavalía,NO
2978,BUENOS AIRES,Banderaló,NO
2979,BUENOS AIRES,Cañada Seca,NO
2980,BUENOS AIRES,Coronel Charlone,SI
2981,BUENOS AIRES,Emilio V. Bunge,NO
2982,BUENOS AIRES,General Villegas (Est. Villegas),SI
2983,BUENOS AIRES,Massey (Est. Elordi),NO
2984,BUENOS AIRES,Pichincha,NO
2985,BUENOS AIRES,Piedritas,SI
2986,BUENOS AIRES,Santa Eleodora,NO
2987,BUENOS AIRES,Santa Regina,NO
2988,BUENOS AIRES,Tortuguitas,NO
2989,BUENOS AIRES,Agustín Roca,SI
2990,BUENOS AIRES,Agustina,SI
2991,BUENOS AIRES,Balneario Laguna de Gómez,NO
2992,BUENOS AIRES,Fortín Tiburcio,NO
2993,BUENOS AIRES,Junín,SI
2994,BUENOS AIRES,Laplacette,SI
2995,BUENOS AIRES,Morse,SI
2996,BUENOS AIRES,Paraje La Agraria,NO
2997,BUENOS AIRES,Saforcada,NO
2998,BUENOS AIRES,Aguas Verdes,SI
2999,CABA,PATERNAL,SI
3000,CORRIENTES,Bella Vista,NO
3001,CORRIENTES,Berón de Astrada,NO
3002,CORRIENTES,Yahapé,NO
3003,CORRIENTES,Barrio Esperanza,NO
3004,CORRIENTES,Corrientes,SI
3005,BUENOS AIRES,Haedo,SI
3006,BUENOS AIRES,Moron,SI
3007,BUENOS AIRES,Villa Sarmiento,SI
3008,BUENOS AIRES,José Juan Almeyra,NO
3009,BUENOS AIRES,Las Marianas,NO
3010,BUENOS AIRES,Navarro,SI
3011,BUENOS AIRES,Villa Moll (Est. Moll),SI
3012,BUENOS AIRES,Claraz,NO
3013,BUENOS AIRES,Sierra Chica,NO
3014,BUENOS AIRES,Sierras Bayas,NO
3015,BUENOS AIRES,Villa Alfredo Fortabat,NO
3016,BUENOS AIRES,Villa Arrieta,NO
3017,BUENOS AIRES,Villa La Serranía,NO
3018,BUENOS AIRES,Bahía San Blas,NO
3019,BUENOS AIRES,Cardenal Cagliero,NO
3020,BUENOS AIRES,Carmen de Patagones,SI
3021,BUENOS AIRES,José B. Casas,NO
3022,BUENOS AIRES,Juan A. Pradere,NO
3023,BUENOS AIRES,Stroeder,SI
3024,BUENOS AIRES,Villalonga,SI
3025,BUENOS AIRES,Capitán Castro,NO
3026,BUENOS AIRES,Chiclana,NO
3027,CABA,VILLA CRESPO,SI
3028,CORDOBA,Villa Dolores,SI
3029,CORDOBA,Villa La Viña,NO
3030,CORDOBA,Alicia,SI
3031,CORDOBA,Altos de Chipión,NO
3032,BUENOS AIRES,Claromecó,SI
3033,BUENOS AIRES,Copetonas,SI
3034,BUENOS AIRES,Dunamar,NO
3035,BUENOS AIRES,Lin Calel,NO
3036,BUENOS AIRES,Micaela Cascallares (Est. Cascallares),SI
3037,BUENOS AIRES,Orense,SI
3038,BUENOS AIRES,Reta,NO
3039,BUENOS AIRES,San Francisco de Bellocq,NO
3040,BUENOS AIRES,San Mayol,NO
3041,BUENOS AIRES,Tres Arroyos,SI
3042,BUENOS AIRES,Villa Rodríguez (Est. Barrow),NO
3043,BUENOS AIRES,Loma Hermosa,SI
3044,BUENOS AIRES,Martín Coronado,SI
3045,BUENOS AIRES,Pablo Podestá,SI
3046,BUENOS AIRES,Remedios De Escalada,SI
3047,BUENOS AIRES,Saenz Peña,SI
3048,BUENOS AIRES,Santos Lugares,SI
3049,BUENOS AIRES,Villa Bosch (Est. Juan Maria Bosch),SI
3050,BUENOS AIRES,Don Bosco,SI
3051,BUENOS AIRES,Ezpeleta,SI
3052,BUENOS AIRES,Ezpeleta Oeste,SI
3053,BUENOS AIRES,Quilmes,SI
3054,BUENOS AIRES,Quilmes Oeste,SI
3055,BUENOS AIRES,San Francisco Solano,SI
3056,BUENOS AIRES,11 De Septiembre,SI
3057,BUENOS AIRES,Caseros,SI
3058,BUENOS AIRES,Churruca,SI
3059,BUENOS AIRES,Ciudad Jardín Lomas del Palomar,SI
3060,BUENOS AIRES,Ciudadela,SI
3061,BUENOS AIRES,El Libertador,NO
3062,BUENOS AIRES,Jose Ingenieros,SI
3063,CORDOBA,Pasco,SI
3064,CORDOBA,Sanabria,NO
3065,CORDOBA,Silvio Pellico,NO
3066,CORDOBA,Ticino,SI
3067,CORDOBA,Tío Pujio,SI
3068,CORDOBA,Villa Albertina,NO
3069,CORDOBA,Villa María,SI
3070,CORDOBA,Villa Nueva,SI
3071,CORDOBA,Villa Oeste,NO
3072,CORDOBA,Avellaneda,NO
3073,CORDOBA,Cañada de Río Pinto,NO
3074,CORDOBA,Chuña,NO
3075,CORDOBA,Copacabana,NO
3076,CABA,PUERTO MADERO,SI
3077,CORDOBA,Deán Funes,SI
3078,CORDOBA,Esquina del Alambre,NO
3079,CORDOBA,Los Chañaritos,NO
3080,CORDOBA,Los Pozos,NO
3081,CORDOBA,Olivares de San Nicolás,NO
3082,CORDOBA,Quilino,SI
3083,CORDOBA,San Pedro de Toyos,NO
3084,CORDOBA,Villa Gutiérrez,NO
3085,BUENOS AIRES,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),NO
3086,BUENOS AIRES,Club de Campo Larena - Los Quinchos,NO
3087,BUENOS AIRES,Country Club El Jagüel,NO
3088,BUENOS AIRES,Del Viso,SI
3089,BUENOS AIRES,Fátima,SI
3090,BUENOS AIRES,La Lonja,SI
3091,BUENOS AIRES,Los Cachorros,NO
3092,BUENOS AIRES,Manzanares,SI
3093,BUENOS AIRES,Manzone,NO
3094,BUENOS AIRES,Maquinista F. Savio (oeste),NO
3095,CABA,RETIRO,SI
3096,CORDOBA,Villa Quilino,SI
3097,CORDOBA,Alejandro Roca (Est. Alejandro),NO
3098,CORDOBA,Assunta,NO
3099,CORDOBA,Bengolea,SI
3100,CORDOBA,Carnerillo,SI
3101,BUENOS AIRES,Huanguelén,SI
3102,BUENOS AIRES,Pasman,NO
3103,BUENOS AIRES,San José,SI
3104,BUENOS AIRES,Santa María,SI
3105,BUENOS AIRES,Santa Trinidad,SI
3106,BUENOS AIRES,Villa La Arcadia,SI
3107,BUENOS AIRES,Andant,NO
3108,BUENOS AIRES,Arboledas,NO
3109,BUENOS AIRES,Daireaux,NO
3110,BUENOS AIRES,La Larga,NO
3111,BUENOS AIRES,La Manuela,NO
3112,BUENOS AIRES,Salazar,NO
3113,BUENOS AIRES,Dolores,SI
3114,BUENOS AIRES,Sevigne,NO
3115,BUENOS AIRES,Cadret,NO
3116,BUENOS AIRES,Carlos Casares,SI
3117,BUENOS AIRES,Colonia Mauricio,NO
3118,BUENOS AIRES,Hortensia,NO
3119,BUENOS AIRES,La Sofía,NO
3120,BUENOS AIRES,Mauricio Hirsch,NO
3121,BUENOS AIRES,Moctezuma,NO
3122,BUENOS AIRES,Ordoqui,NO
3123,BUENOS AIRES,Santo Tomás,NO
3124,BUENOS AIRES,Smith,NO
3125,BUENOS AIRES,Carlos Tejedor,SI
3126,BUENOS AIRES,Colonia Seré,NO
3127,BUENOS AIRES,Curarú,NO
3128,BUENOS AIRES,Timote,NO
3129,BUENOS AIRES,Tres Algarrobos (Est. Cuenca),NO
3130,SAN JUAN,Villa El Salvador - Villa Sefair,NO
3131,SAN JUAN,Villa Sefair (Talacasto),NO
3132,BUENOS AIRES,Barrio San Cayetano,SI
3133,BUENOS AIRES,Chascomús,SI
3134,BUENOS AIRES,Laguna Vitel,NO
3135,BUENOS AIRES,Manuel J. Cobo (Est. Lezama),NO
3136,BUENOS AIRES,Villa Parque Girado,NO
3137,BUENOS AIRES,Benitez,NO
3138,BUENOS AIRES,Chivilcoy,SI
3139,BUENOS AIRES,Emilio Ayarza,NO
3140,BUENOS AIRES,Gorostiaga,NO
3141,BUENOS AIRES,La Rica,NO
3142,BUENOS AIRES,Moquehuá,SI
3143,BUENOS AIRES,Ramón Biaus,NO
3144,JUJUY,Barrios,SI
3145,JUJUY,Cangrejillos,SI
3146,BUENOS AIRES,Carmen de Areco,NO
3147,BUENOS AIRES,Pueblo Gouin,NO
3148,BUENOS AIRES,Tres Sargentos,NO
3149,BUENOS AIRES,Castelli,SI
3150,BUENOS AIRES,Centro Guerrero,SI
3151,BUENOS AIRES,Cerro de la Gloria,SI
3152,BUENOS AIRES,Castilla,NO
3153,BUENOS AIRES,Chacabuco,SI
3154,BUENOS AIRES,Los Angeles,NO
3155,BUENOS AIRES,O'Higgins,SI
3156,BUENOS AIRES,Rawson,SI
3157,BUENOS AIRES,Barrio Lomas Altas,NO
3158,BUENOS AIRES,Villa Saboya,NO
3159,BUENOS AIRES,Villa Sauze,NO
3160,BUENOS AIRES,Arroyo Venado,NO
3161,BUENOS AIRES,Casbas,NO
3162,BUENOS AIRES,Garré,SI
3163,BUENOS AIRES,Guaminí,SI
3164,BUENOS AIRES,Laguna Alsina (Est. Bonifacio),SI
3165,BUENOS AIRES,Henderson,NO
3166,BUENOS AIRES,Herrera Vegas,NO
3167,BUENOS AIRES,Hurlingham,SI
3168,JUJUY,El Cóndor,NO
3169,JUJUY,La Intermedia,SI
